=== Файл: ServerLog_2025-02-17 13.48.txt ===
17.02.2025 13:48:09.9423 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
18.02.2025 08:32:31.8457 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.9515 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 09:22:25.2841 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Ошибка драйвера ModbusTCP: Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
18.02.2025 09:22:25.2841 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна
18.02.2025 09:23:11.6885 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Ошибка драйвера ModbusTCP: Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
18.02.2025 09:23:11.6885 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна
18.02.2025 09:35:30.5760 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Возникла непредвиденная ошибка во время опроса регистров: Поток находился в процессе прерывания.

=== Файл: ServerLog_2025-02-18 10.12.txt ===
18.02.2025 10:12:36.4493 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
18.02.2025 10:12:49.1656 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены

=== Файл: ServerLog_2025-02-18 11.12.txt ===
18.02.2025 11:20:54.5430 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Возникла непредвиденная ошибка во время опроса регистров: Поток находился в процессе прерывания.
18.02.2025 11:20:54.5450 [ERROR] CurrentDomain_UnhandledException CurrentDomain_UnhandledException: System.NullReferenceException: Ссылка на объект не указывает на экземпляр объекта.

=== Файл: ServerLog_2025-02-18 11.21.txt ===
18.02.2025 11:21:03.5759 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
18.02.2025 11:22:28.4001 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "nvoTRANSMITTED не переключилось в true за 10 тактов"
18.02.2025 11:22:28.4130 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:28.4130 [ERROR] LineHandler_LineIdentifierMatch 241103001.179125 Технострой. Код проекта на контроллере не совпадает с кодом проекта на сервере. Возможно, на контроллере установлена программа, предназначенная для другого проекта
18.02.2025 11:22:28.4460 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:29.5527 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:29.5867 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:30.3765 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:30.4134 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:31.1889 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:31.2706 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:32.3201 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:32.3899 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:33.1315 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:33.2432 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:33.9441 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:34.0339 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 11:22:35.0760 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
